time,available_stores
2026-02-03 06:32:00-05:00,12496
2026-02-03 06:32:10-05:00,12508
2026-02-03 06:32:20-05:00,12464
2026-02-03 06:32:30-05:00,12591
2026-02-03 06:32:40-05:00,12730
2026-02-03 06:32:50-05:00,12811
2026-02-03 06:33:00-05:00,12926
2026-02-03 06:33:10-05:00,13057
2026-02-03 06:33:20-05:00,13143
2026-02-03 06:33:30-05:00,13259
2026-02-03 06:33:40-05:00,13394
2026-02-03 06:33:50-05:00,13477
2026-02-03 06:34:00-05:00,13591
2026-02-03 06:34:10-05:00,13726
2026-02-03 06:34:20-05:00,13807
2026-02-03 06:34:30-05:00,13923
2026-02-03 06:34:40-05:00,14058
2026-02-03 06:34:50-05:00,14139
2026-02-03 06:35:00-05:00,14255
2026-02-03 06:35:10-05:00,14389
2026-02-03 06:35:20-05:00,14458
2026-02-03 06:35:30-05:00,14554
2026-02-03 06:35:40-05:00,14684
2026-02-03 06:35:50-05:00,14750
2026-02-03 06:36:00-05:00,14845
2026-02-03 06:36:10-05:00,14974
2026-02-03 06:36:20-05:00,15152
2026-02-03 06:36:30-05:00,15313
2026-02-03 06:36:40-05:00,15500
2026-02-03 06:36:50-05:00,15677
2026-02-03 06:37:00-05:00,15684
2026-02-03 06:37:10-05:00,15814
2026-02-03 06:37:20-05:00,15939
2026-02-03 06:37:30-05:00,15928
2026-02-03 06:37:40-05:00,15924
2026-02-03 06:37:50-05:00,15924
2026-02-03 06:38:00-05:00,15924
2026-02-03 06:38:10-05:00,15925
2026-02-03 06:38:20-05:00,15924
2026-02-03 06:38:30-05:00,15924
2026-02-03 06:38:40-05:00,15924
2026-02-03 06:38:50-05:00,15922
2026-02-03 06:39:00-05:00,15924
2026-02-03 06:39:10-05:00,15924
2026-02-03 06:39:20-05:00,15924
2026-02-03 06:39:30-05:00,15924
2026-02-03 06:39:40-05:00,15924
2026-02-03 06:39:50-05:00,15925
2026-02-03 06:40:00-05:00,15924
2026-02-03 06:40:10-05:00,15923
2026-02-03 06:40:20-05:00,15924
2026-02-03 06:40:30-05:00,15923
2026-02-03 06:40:40-05:00,15922
2026-02-03 06:40:50-05:00,15923
2026-02-03 06:41:00-05:00,15923
2026-02-03 06:41:10-05:00,15923
2026-02-03 06:41:20-05:00,15924
2026-02-03 06:41:30-05:00,16077
2026-02-03 06:41:40-05:00,16276
2026-02-03 06:41:50-05:00,16364
2026-02-03 06:42:00-05:00,16517
2026-02-03 06:42:10-05:00,16716
2026-02-03 06:42:20-05:00,16804
2026-02-03 06:42:30-05:00,16921
2026-02-03 06:42:40-05:00,17132
2026-02-03 06:42:50-05:00,17215
2026-02-03 06:43:00-05:00,17353
2026-02-03 06:43:10-05:00,17542
2026-02-03 06:43:20-05:00,17626
2026-02-03 06:43:30-05:00,17776
2026-02-03 06:43:40-05:00,17959
2026-02-03 06:43:50-05:00,18050
2026-02-03 06:44:00-05:00,18195
2026-02-03 06:44:10-05:00,18399
2026-02-03 06:44:20-05:00,18490
2026-02-03 06:44:30-05:00,18640
2026-02-03 06:44:40-05:00,18845
2026-02-03 06:44:50-05:00,18938
2026-02-03 06:45:00-05:00,19042
2026-02-03 06:45:10-05:00,19247
2026-02-03 06:45:20-05:00,19340
2026-02-03 06:45:30-05:00,19490
2026-02-03 06:45:40-05:00,19695
2026-02-03 06:45:50-05:00,19788
2026-02-03 06:46:00-05:00,19938
2026-02-03 06:46:10-05:00,20143
2026-02-03 06:46:20-05:00,20193
2026-02-03 06:46:30-05:00,20135
2026-02-03 06:46:40-05:00,20049
2026-02-03 06:46:50-05:00,20012
2026-02-03 06:47:00-05:00,19954
2026-02-03 06:47:10-05:00,19894
2026-02-03 06:47:20-05:00,19857
2026-02-03 06:47:30-05:00,19848
2026-02-03 06:47:40-05:00,19784
2026-02-03 06:47:50-05:00,19763
2026-02-03 06:48:00-05:00,19733
2026-02-03 06:48:10-05:00,19690
2026-02-03 06:48:20-05:00,19669
2026-02-03 06:48:30-05:00,19627
2026-02-03 06:48:40-05:00,19591
2026-02-03 06:48:50-05:00,19562
2026-02-03 06:49:00-05:00,19525
2026-02-03 06:49:10-05:00,19468
2026-02-03 06:49:20-05:00,19439
2026-02-03 06:49:30-05:00,19397
2026-02-03 06:49:40-05:00,19339
2026-02-03 06:49:50-05:00,19307
2026-02-03 06:50:00-05:00,19311
2026-02-03 06:50:10-05:00,19253
2026-02-03 06:50:20-05:00,19221
2026-02-03 06:50:30-05:00,19172
2026-02-03 06:50:40-05:00,19103
2026-02-03 06:50:50-05:00,19065
2026-02-03 06:51:00-05:00,19016
2026-02-03 06:51:10-05:00,18947
2026-02-03 06:51:20-05:00,18952
2026-02-03 06:51:30-05:00,18958
2026-02-03 06:51:40-05:00,18981
2026-02-03 06:51:50-05:00,18986
2026-02-03 06:52:00-05:00,18992
2026-02-03 06:52:10-05:00,18989
2026-02-03 06:52:20-05:00,18994
2026-02-03 06:52:30-05:00,18990
2026-02-03 06:52:40-05:00,18982
2026-02-03 06:52:50-05:00,18977
2026-02-03 06:53:00-05:00,18973
2026-02-03 06:53:10-05:00,18965
2026-02-03 06:53:20-05:00,18960
2026-02-03 06:53:30-05:00,18956
2026-02-03 06:53:40-05:00,18948
2026-02-03 06:53:50-05:00,18943
2026-02-03 06:54:00-05:00,18939
2026-02-03 06:54:10-05:00,18931
2026-02-03 06:54:20-05:00,18926
2026-02-03 06:54:30-05:00,18922
2026-02-03 06:54:40-05:00,18914
2026-02-03 06:54:50-05:00,18909
2026-02-03 06:55:00-05:00,18905
2026-02-03 06:55:10-05:00,18897
2026-02-03 06:55:20-05:00,18892
2026-02-03 06:55:30-05:00,18895
2026-02-03 06:55:40-05:00,18898
2026-02-03 06:55:50-05:00,18900
2026-02-03 06:56:00-05:00,18902
2026-02-03 06:56:10-05:00,18905
2026-02-03 06:56:20-05:00,18906
2026-02-03 06:56:30-05:00,18909
2026-02-03 06:56:40-05:00,18912
2026-02-03 06:56:50-05:00,18913
2026-02-03 06:57:00-05:00,18916
2026-02-03 06:57:10-05:00,18919
2026-02-03 06:57:20-05:00,18920
2026-02-03 06:57:30-05:00,18920
2026-02-03 06:57:40-05:00,18920
2026-02-03 06:57:50-05:00,18920
2026-02-03 06:58:00-05:00,18920
2026-02-03 06:58:10-05:00,18920
2026-02-03 06:58:20-05:00,18920
2026-02-03 06:58:30-05:00,18920
2026-02-03 06:58:40-05:00,18920
2026-02-03 06:58:50-05:00,18920
2026-02-03 06:59:00-05:00,18920
2026-02-03 06:59:10-05:00,18920
2026-02-03 06:59:20-05:00,18920
2026-02-03 06:59:30-05:00,18920
2026-02-03 06:59:40-05:00,18920
2026-02-03 06:59:50-05:00,18920
2026-02-03 07:00:00-05:00,18920
2026-02-03 07:06:40-05:00,31809
2026-02-03 07:06:50-05:00,31783
2026-02-03 07:07:00-05:00,31793
2026-02-03 07:07:10-05:00,31802
2026-02-03 07:07:20-05:00,32166
2026-02-03 07:07:30-05:00,32636
2026-02-03 07:07:40-05:00,33127
2026-02-03 07:07:50-05:00,33060
2026-02-03 07:08:00-05:00,32993
2026-02-03 07:08:10-05:00,32931
2026-02-03 07:08:20-05:00,32861
2026-02-03 07:08:30-05:00,32787
2026-02-03 07:08:40-05:00,32715
2026-02-03 07:08:50-05:00,32637
2026-02-03 07:09:00-05:00,32563
2026-02-03 07:09:10-05:00,32491
2026-02-03 07:09:20-05:00,32413
2026-02-03 07:09:30-05:00,32322
2026-02-03 07:09:40-05:00,32237
2026-02-03 07:09:50-05:00,32199
2026-02-03 07:10:00-05:00,32128
2026-02-03 07:10:10-05:00,32065
2026-02-03 07:10:20-05:00,32027
2026-02-03 07:10:30-05:00,31958
2026-02-03 07:10:40-05:00,31901
2026-02-03 07:10:50-05:00,31866
2026-02-03 07:11:00-05:00,31797
2026-02-03 07:11:10-05:00,31740
2026-02-03 07:11:20-05:00,31706
2026-02-03 07:11:30-05:00,31629
2026-02-03 07:11:40-05:00,31562
2026-02-03 07:11:50-05:00,31516
2026-02-03 07:12:00-05:00,31439
2026-02-03 07:12:10-05:00,31372
2026-02-03 07:12:20-05:00,31296
2026-02-03 07:12:30-05:00,31258
2026-02-03 07:12:40-05:00,31239
2026-02-03 07:12:50-05:00,31215
2026-02-03 07:13:00-05:00,31080
2026-02-03 07:13:10-05:00,31033
2026-02-03 07:13:20-05:00,30984
2026-02-03 07:13:30-05:00,30922
2026-02-03 07:13:40-05:00,30861
2026-02-03 07:13:50-05:00,30807
2026-02-03 07:14:00-05:00,30736
2026-02-03 07:14:10-05:00,30730
2026-02-03 07:14:20-05:00,30805
2026-02-03 07:14:30-05:00,30800
2026-02-03 07:14:40-05:00,30842
2026-02-03 07:14:50-05:00,30912
2026-02-03 07:15:00-05:00,30949
2026-02-03 07:15:10-05:00,31003
2026-02-03 07:15:20-05:00,31108
2026-02-03 07:15:30-05:00,31183
2026-02-03 07:15:40-05:00,31287
2026-02-03 07:15:50-05:00,31392
2026-02-03 07:16:00-05:00,31467
2026-02-03 07:16:10-05:00,31571
2026-02-03 07:16:20-05:00,31655
2026-02-03 07:16:30-05:00,31702
2026-02-03 07:16:40-05:00,31770
2026-02-03 07:16:50-05:00,31850
2026-02-03 07:17:00-05:00,31897
2026-02-03 07:17:10-05:00,31965
2026-02-03 07:17:20-05:00,32075
2026-02-03 07:17:30-05:00,32155
2026-02-03 07:17:40-05:00,32241
2026-02-03 07:17:50-05:00,32338
2026-02-03 07:18:00-05:00,32515
2026-02-03 07:18:10-05:00,32629
2026-02-03 07:18:20-05:00,32752
2026-02-03 07:18:30-05:00,32872
2026-02-03 07:18:40-05:00,33022
2026-02-03 07:18:50-05:00,33172
2026-02-03 07:19:00-05:00,33301
2026-02-03 07:19:10-05:00,33396
2026-02-03 07:19:20-05:00,33417
2026-02-03 07:19:30-05:00,33488
2026-02-03 07:19:40-05:00,33540
2026-02-03 07:19:50-05:00,33571
2026-02-03 07:20:00-05:00,33600
2026-02-03 07:20:10-05:00,33640
2026-02-03 07:20:20-05:00,33640
2026-02-03 07:20:30-05:00,33640
2026-02-03 07:20:40-05:00,33636
2026-02-03 07:20:50-05:00,33635
2026-02-03 07:21:00-05:00,33635
2026-02-03 07:21:10-05:00,33631
2026-02-03 07:21:20-05:00,33651
2026-02-03 07:21:30-05:00,33671
2026-02-03 07:21:40-05:00,33695
2026-02-03 07:21:50-05:00,33715
2026-02-03 07:22:00-05:00,33735
2026-02-03 07:22:10-05:00,33759
2026-02-03 07:22:20-05:00,33779
2026-02-03 07:22:30-05:00,33813
2026-02-03 07:22:40-05:00,33848
2026-02-03 07:22:50-05:00,33877
2026-02-03 07:23:00-05:00,33911
2026-02-03 07:23:10-05:00,33946
2026-02-03 07:23:20-05:00,33974
2026-02-03 07:23:30-05:00,33999
2026-02-03 07:23:40-05:00,34022
2026-02-03 07:23:50-05:00,34031
2026-02-03 07:24:00-05:00,34052
2026-02-03 07:24:10-05:00,34073
2026-02-03 07:24:20-05:00,34079
2026-02-03 07:24:30-05:00,34100
2026-02-03 07:24:40-05:00,34121
2026-02-03 07:24:50-05:00,34124
2026-02-03 07:25:00-05:00,34141
2026-02-03 07:25:10-05:00,34152
2026-02-03 07:25:20-05:00,34151
2026-02-03 07:25:30-05:00,34157
2026-02-03 07:25:40-05:00,34156
2026-02-03 07:25:50-05:00,34150
2026-02-03 07:26:00-05:00,34150
2026-02-03 07:26:10-05:00,34146
2026-02-03 07:26:20-05:00,34140
2026-02-03 07:26:30-05:00,34140
2026-02-03 07:26:40-05:00,34136
2026-02-03 07:26:50-05:00,34130
2026-02-03 07:27:00-05:00,34130
2026-02-03 07:27:10-05:00,34126
2026-02-03 07:27:20-05:00,34124
2026-02-03 07:27:30-05:00,34117
2026-02-03 07:27:40-05:00,34113
2026-02-03 07:27:50-05:00,34103
2026-02-03 07:28:00-05:00,34089
2026-02-03 07:28:10-05:00,34084
2026-02-03 07:28:20-05:00,34083
2026-02-03 07:28:30-05:00,34079
2026-02-03 07:28:40-05:00,34074
2026-02-03 07:28:50-05:00,34078
2026-02-03 07:29:00-05:00,34078
2026-02-03 07:29:10-05:00,34075
2026-02-03 07:29:20-05:00,34082
2026-02-03 07:29:30-05:00,34082
2026-02-03 07:29:40-05:00,34079
2026-02-03 07:29:50-05:00,34089
2026-02-03 07:30:00-05:00,34093
2026-02-03 07:30:10-05:00,34100
2026-02-03 07:30:20-05:00,34341
2026-02-03 07:30:30-05:00,34629
2026-02-03 07:30:40-05:00,34933
2026-02-03 07:30:50-05:00,35179
2026-02-03 07:31:00-05:00,35473
2026-02-03 07:31:10-05:00,35780
2026-02-03 07:31:20-05:00,36026
2026-02-03 07:31:30-05:00,36320
2026-02-03 07:31:40-05:00,36627
2026-02-03 07:31:50-05:00,36873
2026-02-03 07:32:00-05:00,37167
2026-02-03 07:32:10-05:00,37474
2026-02-03 07:32:20-05:00,37716
2026-02-03 07:32:30-05:00,38019
2026-02-03 07:32:40-05:00,38327
2026-02-03 07:32:50-05:00,38580
2026-02-03 07:33:00-05:00,38896
2026-02-03 07:33:10-05:00,39210
2026-02-03 07:33:20-05:00,39456
2026-02-03 07:33:30-05:00,39777
2026-02-03 07:33:40-05:00,40107
2026-02-03 07:33:50-05:00,40359
2026-02-03 07:34:00-05:00,40680
2026-02-03 07:34:10-05:00,41010
2026-02-03 07:34:20-05:00,41262
2026-02-03 07:34:30-05:00,41598
2026-02-03 07:34:40-05:00,41944
2026-02-03 07:34:50-05:00,42209
2026-02-03 07:35:00-05:00,42545
2026-02-03 07:35:10-05:00,42891
2026-02-03 07:35:20-05:00,42925
2026-02-03 07:35:30-05:00,42977
2026-02-03 07:35:40-05:00,43026
2026-02-03 07:35:50-05:00,43058
2026-02-03 07:36:00-05:00,43111
2026-02-03 07:36:10-05:00,43161
2026-02-03 07:36:20-05:00,43193
2026-02-03 07:36:30-05:00,43253
2026-02-03 07:36:40-05:00,43315
2026-02-03 07:36:50-05:00,43355
2026-02-03 07:37:00-05:00,43415
2026-02-03 07:37:10-05:00,43477
2026-02-03 07:37:20-05:00,43517
2026-02-03 07:37:30-05:00,43563
2026-02-03 07:37:40-05:00,43619
2026-02-03 07:37:50-05:00,43651
2026-02-03 07:38:00-05:00,43691
2026-02-03 07:38:10-05:00,43742
2026-02-03 07:38:20-05:00,43772
2026-02-03 07:38:30-05:00,43797
2026-02-03 07:38:40-05:00,43830
2026-02-03 07:38:50-05:00,43854
2026-02-03 07:39:00-05:00,43879
2026-02-03 07:39:10-05:00,43912
2026-02-03 07:39:20-05:00,43936
2026-02-03 07:39:30-05:00,43948
2026-02-03 07:39:40-05:00,43964
2026-02-03 07:39:50-05:00,43978
2026-02-03 07:40:00-05:00,43996
2026-02-03 07:40:10-05:00,44015
2026-02-03 07:40:20-05:00,44029
2026-02-03 07:40:30-05:00,44045
2026-02-03 07:40:40-05:00,44060
2026-02-03 07:40:50-05:00,44075
2026-02-03 07:41:00-05:00,44094
2026-02-03 07:41:10-05:00,44131
2026-02-03 07:41:20-05:00,44154
2026-02-03 07:41:30-05:00,44171
2026-02-03 07:41:40-05:00,44206
2026-02-03 07:41:50-05:00,44222
2026-02-03 07:42:00-05:00,44241
2026-02-03 07:42:10-05:00,44275
2026-02-03 07:42:20-05:00,44290
2026-02-03 07:42:30-05:00,44308
2026-02-03 07:42:40-05:00,44343
2026-02-03 07:42:50-05:00,44360
2026-02-03 07:43:00-05:00,44378
2026-02-03 07:43:10-05:00,44413
2026-02-03 07:43:20-05:00,44430
2026-02-03 07:43:30-05:00,44448
2026-02-03 07:43:40-05:00,44485
2026-02-03 07:43:50-05:00,44502
2026-02-03 07:44:00-05:00,44520
2026-02-03 07:44:10-05:00,44557
2026-02-03 07:44:20-05:00,44574
2026-02-03 07:44:30-05:00,44590
2026-02-03 07:44:40-05:00,44628
2026-02-03 07:44:50-05:00,44642
2026-02-03 07:45:00-05:00,44652
2026-02-03 07:45:10-05:00,44687
2026-02-03 07:45:20-05:00,44734
2026-02-03 07:45:30-05:00,44792
2026-02-03 07:45:40-05:00,44887
2026-02-03 07:45:50-05:00,44933
2026-02-03 07:46:00-05:00,44987
2026-02-03 07:46:10-05:00,45059
2026-02-03 07:46:20-05:00,45107
2026-02-03 07:46:30-05:00,45171
2026-02-03 07:46:40-05:00,45252
2026-02-03 07:46:50-05:00,45304
2026-02-03 07:47:00-05:00,45366
2026-02-03 07:47:10-05:00,45448
2026-02-03 07:47:20-05:00,45501
2026-02-03 07:47:30-05:00,45583
2026-02-03 07:47:40-05:00,45682
2026-02-03 07:47:50-05:00,45746
2026-02-03 07:48:00-05:00,45828
2026-02-03 07:48:10-05:00,45927
2026-02-03 07:48:20-05:00,45991
2026-02-03 07:48:30-05:00,46100
2026-02-03 07:48:40-05:00,46222
2026-02-03 07:48:50-05:00,46308
2026-02-03 07:49:00-05:00,46423
2026-02-03 07:49:10-05:00,46559
2026-02-03 07:49:20-05:00,46645
2026-02-03 07:49:30-05:00,46768
2026-02-03 07:49:40-05:00,46909
2026-02-03 07:49:50-05:00,47003
2026-02-03 07:50:00-05:00,47126
2026-02-03 07:50:10-05:00,47267
2026-02-03 07:50:20-05:00,47328
2026-02-03 07:50:30-05:00,47412
2026-02-03 07:50:40-05:00,47502
2026-02-03 07:50:50-05:00,47561
2026-02-03 07:51:00-05:00,47638
2026-02-03 07:51:10-05:00,47721
2026-02-03 07:51:20-05:00,47770
2026-02-03 07:51:30-05:00,47834
2026-02-03 07:51:40-05:00,47903
2026-02-03 07:51:50-05:00,47949
2026-02-03 07:52:00-05:00,48011
2026-02-03 07:52:10-05:00,48079
2026-02-03 07:52:20-05:00,48125
2026-02-03 07:52:30-05:00,48164
2026-02-03 07:52:40-05:00,48207
2026-02-03 07:52:50-05:00,48241
2026-02-03 07:53:00-05:00,48287
2026-02-03 07:53:10-05:00,48337
2026-02-03 07:53:20-05:00,48371
2026-02-03 07:53:30-05:00,48400
2026-02-03 07:53:40-05:00,48435
2026-02-03 07:53:50-05:00,48451
2026-02-03 07:54:00-05:00,48474
2026-02-03 07:54:10-05:00,48495
2026-02-03 07:54:20-05:00,48511
2026-02-03 07:54:30-05:00,48520
2026-02-03 07:54:40-05:00,48529
2026-02-03 07:54:50-05:00,48536
2026-02-03 07:55:00-05:00,48548
2026-02-03 07:55:10-05:00,48558
2026-02-03 07:55:20-05:00,48565
2026-02-03 07:55:30-05:00,48582
2026-02-03 07:55:40-05:00,48602
2026-02-03 07:55:50-05:00,48584
2026-02-03 07:56:00-05:00,48553
2026-02-03 07:56:10-05:00,48527
2026-02-03 07:56:20-05:00,48509
2026-02-03 07:56:30-05:00,48476
2026-02-03 07:56:40-05:00,48445
2026-02-03 07:56:50-05:00,48460
2026-02-03 07:57:00-05:00,48486
2026-02-03 07:57:10-05:00,48509
2026-02-03 07:57:20-05:00,48524
2026-02-03 07:57:30-05:00,48564
2026-02-03 07:57:40-05:00,48604
2026-02-03 07:57:50-05:00,48628
2026-02-03 07:58:00-05:00,48661
2026-02-03 07:58:10-05:00,48694
2026-02-03 07:58:20-05:00,48718
2026-02-03 07:58:30-05:00,48741
2026-02-03 07:58:40-05:00,48768
2026-02-03 07:58:50-05:00,48788
2026-02-03 07:59:00-05:00,48811
2026-02-03 07:59:10-05:00,48838
2026-02-03 07:59:20-05:00,48858
2026-02-03 07:59:30-05:00,48898
2026-02-03 07:59:40-05:00,48943
2026-02-03 07:59:50-05:00,48969
2026-02-03 08:00:00-05:00,49006
2026-02-03 08:00:10-05:00,49026
2026-02-03 08:00:20-05:00,55547
2026-02-03 08:00:30-05:00,63406
2026-02-03 08:00:40-05:00,71193
2026-02-03 08:00:50-05:00,77717
2026-02-03 08:01:00-05:00,85286
2026-02-03 08:01:10-05:00,93888
2026-02-03 08:01:20-05:00,100719
2026-02-03 08:01:30-05:00,108918
2026-02-03 08:01:40-05:00,117253
2026-02-03 08:01:50-05:00,124265
2026-02-03 08:02:00-05:00,132483
2026-02-03 08:02:10-05:00,140834
2026-02-03 08:02:20-05:00,147846
2026-02-03 08:02:30-05:00,156087
2026-02-03 08:02:40-05:00,164457
2026-02-03 08:02:50-05:00,171499
2026-02-03 08:03:00-05:00,179757
2026-02-03 08:03:10-05:00,188162
2026-02-03 08:03:20-05:00,195058
2026-02-03 08:03:30-05:00,203132
2026-02-03 08:03:40-05:00,211212
2026-02-03 08:03:50-05:00,218135
2026-02-03 08:04:00-05:00,226246
2026-02-03 08:04:10-05:00,234508
2026-02-03 08:04:20-05:00,241264
2026-02-03 08:04:30-05:00,249443
2026-02-03 08:04:40-05:00,257672
2026-02-03 08:04:50-05:00,264678
2026-02-03 08:05:00-05:00,272722
2026-02-03 08:05:10-05:00,280893
2026-02-03 08:05:20-05:00,282360
2026-02-03 08:05:30-05:00,283064
2026-02-03 08:05:40-05:00,283979
2026-02-03 08:05:50-05:00,284780
2026-02-03 08:06:00-05:00,285827
2026-02-03 08:06:10-05:00,285980
2026-02-03 08:06:20-05:00,286472
2026-02-03 08:06:30-05:00,286964
2026-02-03 08:06:40-05:00,287475
2026-02-03 08:06:50-05:00,287822
2026-02-03 08:07:00-05:00,288238
2026-02-03 08:07:10-05:00,288680
2026-02-03 08:07:20-05:00,289031
2026-02-03 08:07:30-05:00,289525
2026-02-03 08:07:40-05:00,290058
2026-02-03 08:07:50-05:00,290391
2026-02-03 08:08:00-05:00,290789
2026-02-03 08:08:10-05:00,291207
2026-02-03 08:08:20-05:00,291686
2026-02-03 08:08:30-05:00,292307
2026-02-03 08:08:40-05:00,293084
2026-02-03 08:08:50-05:00,293558
2026-02-03 08:09:00-05:00,294142
2026-02-03 08:09:10-05:00,294737
2026-02-03 08:09:20-05:00,295378
2026-02-03 08:09:30-05:00,295902
2026-02-03 08:09:40-05:00,296533
2026-02-03 08:09:50-05:00,296874
2026-02-03 08:10:00-05:00,297501
2026-02-03 08:10:10-05:00,298167
2026-02-03 08:10:20-05:00,297554
2026-02-03 08:10:30-05:00,297713
2026-02-03 08:10:40-05:00,297928
2026-02-03 08:10:50-05:00,298039
2026-02-03 08:11:00-05:00,298223
2026-02-03 08:11:10-05:00,298438
2026-02-03 08:11:20-05:00,298551
2026-02-03 08:11:30-05:00,298674
2026-02-03 08:11:40-05:00,298836
2026-02-03 08:11:50-05:00,298724
2026-02-03 08:12:00-05:00,298770
2026-02-03 08:12:10-05:00,298618
2026-02-03 08:12:20-05:00,298974
2026-02-03 08:12:30-05:00,298957
2026-02-03 08:12:40-05:00,298607
2026-02-03 08:12:50-05:00,298694
2026-02-03 08:13:00-05:00,298258
2026-02-03 08:13:10-05:00,298176
2026-02-03 08:13:20-05:00,297906
2026-02-03 08:13:30-05:00,297945
2026-02-03 08:13:40-05:00,298143
2026-02-03 08:13:50-05:00,298126
2026-02-03 08:14:00-05:00,298247
2026-02-03 08:14:10-05:00,298263
2026-02-03 08:14:20-05:00,298193
2026-02-03 08:14:30-05:00,298049
2026-02-03 08:14:40-05:00,298185
2026-02-03 08:14:50-05:00,298315
2026-02-03 08:15:00-05:00,298474
2026-02-03 08:15:10-05:00,298216
2026-02-03 08:15:20-05:00,298837
2026-02-03 08:15:30-05:00,299171
2026-02-03 08:15:40-05:00,299711
2026-02-03 08:15:50-05:00,299982
2026-02-03 08:16:00-05:00,300024
2026-02-03 08:16:10-05:00,300119
2026-02-03 08:16:20-05:00,300603
2026-02-03 08:16:30-05:00,301355
2026-02-03 08:16:40-05:00,302122
2026-02-03 08:16:50-05:00,302639
2026-02-03 08:17:00-05:00,303522
2026-02-03 08:17:10-05:00,304521
2026-02-03 08:17:20-05:00,304902
2026-02-03 08:17:30-05:00,305543
2026-02-03 08:17:40-05:00,306583
2026-02-03 08:17:50-05:00,307542
2026-02-03 08:18:00-05:00,309273
2026-02-03 08:18:10-05:00,310734
2026-02-03 08:18:20-05:00,312050
2026-02-03 08:18:30-05:00,313301
2026-02-03 08:18:40-05:00,314502
2026-02-03 08:18:50-05:00,315499
2026-02-03 08:19:00-05:00,316466
2026-02-03 08:19:10-05:00,317685
2026-02-03 08:19:20-05:00,318734
2026-02-03 08:19:30-05:00,319931
2026-02-03 08:19:40-05:00,321025
2026-02-03 08:19:50-05:00,321868
2026-02-03 08:20:00-05:00,322686
2026-02-03 08:20:10-05:00,324085
2026-02-03 08:20:20-05:00,324465
2026-02-03 08:20:30-05:00,325145
2026-02-03 08:20:40-05:00,325738
2026-02-03 08:20:50-05:00,326470
2026-02-03 08:21:00-05:00,327440
2026-02-03 08:21:10-05:00,328523
2026-02-03 08:21:20-05:00,329042
2026-02-03 08:21:30-05:00,329330
2026-02-03 08:21:40-05:00,329754
2026-02-03 08:21:50-05:00,330422
2026-02-03 08:22:00-05:00,330635
2026-02-03 08:22:10-05:00,331094
2026-02-03 08:22:20-05:00,331436
2026-02-03 08:22:30-05:00,331881
2026-02-03 08:22:40-05:00,332382
2026-02-03 08:22:50-05:00,332486
2026-02-03 08:23:00-05:00,332531
2026-02-03 08:23:10-05:00,332558
2026-02-03 08:23:20-05:00,332662
2026-02-03 08:23:30-05:00,332724
2026-02-03 08:23:40-05:00,332772
2026-02-03 08:23:50-05:00,332980
2026-02-03 08:24:00-05:00,333244
2026-02-03 08:24:10-05:00,333456
2026-02-03 08:24:20-05:00,333665
2026-02-03 08:24:30-05:00,333977
2026-02-03 08:24:40-05:00,334210
2026-02-03 08:24:50-05:00,334363
2026-02-03 08:25:00-05:00,334669
2026-02-03 08:25:10-05:00,334899
2026-02-03 08:25:20-05:00,335026
2026-02-03 08:25:30-05:00,335310
2026-02-03 08:25:40-05:00,335421
2026-02-03 08:25:50-05:00,335538
2026-02-03 08:26:00-05:00,335833
2026-02-03 08:26:10-05:00,336000
2026-02-03 08:26:20-05:00,336117
2026-02-03 08:26:30-05:00,336460
2026-02-03 08:26:40-05:00,336714
2026-02-03 08:26:50-05:00,336519
2026-02-03 08:27:00-05:00,336462
2026-02-03 08:27:10-05:00,336314
2026-02-03 08:27:20-05:00,336109
2026-02-03 08:27:30-05:00,335989
2026-02-03 08:27:40-05:00,335803
2026-02-03 08:27:50-05:00,335423
2026-02-03 08:28:00-05:00,335052
2026-02-03 08:28:10-05:00,334638
2026-02-03 08:28:20-05:00,334258
2026-02-03 08:28:30-05:00,333858
2026-02-03 08:28:40-05:00,333391
2026-02-03 08:28:50-05:00,333024
2026-02-03 08:29:00-05:00,332586
2026-02-03 08:29:10-05:00,331524
2026-02-03 08:29:20-05:00,331163
2026-02-03 08:29:30-05:00,330707
2026-02-03 08:29:40-05:00,330181
2026-02-03 08:29:50-05:00,329973
2026-02-03 08:30:00-05:00,329686
2026-02-03 08:30:10-05:00,329375
2026-02-03 08:30:20-05:00,332491
2026-02-03 08:30:30-05:00,335813
2026-02-03 08:30:40-05:00,339203
2026-02-03 08:30:50-05:00,342382
2026-02-03 08:31:00-05:00,345654
2026-02-03 08:31:10-05:00,349176
2026-02-03 08:31:20-05:00,352355
2026-02-03 08:31:30-05:00,355647
2026-02-03 08:31:40-05:00,359107
2026-02-03 08:31:50-05:00,362435
2026-02-03 08:32:00-05:00,366067
2026-02-03 08:32:10-05:00,369913
2026-02-03 08:32:20-05:00,373241
2026-02-03 08:32:30-05:00,377016
2026-02-03 08:32:40-05:00,381011
2026-02-03 08:32:50-05:00,384699
2026-02-03 08:33:00-05:00,388863
2026-02-03 08:33:10-05:00,393294
2026-02-03 08:33:20-05:00,397183
2026-02-03 08:33:30-05:00,401462
2026-02-03 08:33:40-05:00,406001
2026-02-03 08:33:50-05:00,409939
2026-02-03 08:34:00-05:00,414237
2026-02-03 08:34:10-05:00,419372
2026-02-03 08:34:20-05:00,423307
2026-02-03 08:34:30-05:00,427742
2026-02-03 08:34:40-05:00,432436
2026-02-03 08:34:50-05:00,436749
